"Round","Date","Gender","District","Ward","Age","Ethnicity","Ethnicity_Other","Occupation","Occupation_Other","Do_you_have_any_health_problem","A0JS","A1JS","B0JS","C0JS","C1JS","D0JS","E0JS","Month"
4,NA,"Male","Ramechhap",5,"55+","Dalit","","Farmer / Laborer","","No difficulty.","Mostly yes","","Mostly yes","Mostly yes","","Mostly yes","Completely yes",NA
4,NA,"Male","Lalitpur",4,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Financial support","Mostly yes","Mostly yes","","Mostly yes","Mostly yes",NA
4,NA,"Female","Gorkha",8,"25 to 39","Janajati","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Neutral","How to replace personal documentation","Mostly yes","Completely yes",NA
4,NA,"Female","Okhaldhunga",6,"55+","Brahmin","","Farmer / Laborer","","yes__a_lot_of_difficulty","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Completely yes","Not at all",NA
4,NA,"Male","Rasuwa",7,"40 to 54","Brahmin","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Very little","Not at all","News about government decision","Mostly yes","Mostly yes",NA
4,NA,"Male","Nuwakot",8,"25 to 39","Tamang","","Farmer / Laborer","","yes__some_difficulty","Not at all","Short term shelter / tent shelter","Very little","Very little","News about government decision","Very little","Very little",NA
4,NA,"Male","Kavrepalanchok",1,"40 to 54","Brahmin","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","How to get shelter materials","Mostly yes","Not at all",NA
4,NA,"Male","Ramechhap",5,"40 to 54","Chhetri","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Completely yes","Mostly yes","","Mostly yes","Completely yes",NA
4,NA,"Female","Makwanpur",1,"40 to 54","Tamang","","Farmer / Laborer","","yes__some_difficulty","Very little","Long term shelter / housing","Very little","Not at all","How to get shelter materials","Mostly yes","Mostly yes",NA
4,NA,"Female","Sindhupalchowk",1,"25 to 39","Chhetri","","Other","Housewife","No difficulty.","Very little","Long term shelter / housing","Not at all","Mostly yes","","Mostly yes","Completely yes",NA
4,NA,"Male","Dhading",3,"25 to 39","Chhetri","","Farmer / Laborer","","No difficulty.","Mostly yes","","Very little","Completely yes","","Mostly yes","Mostly yes",NA
4,NA,"Male","Ramechhap",5,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Mostly yes","","Mostly yes","Mostly yes","","Completely yes","Completely yes",NA
4,NA,"Male","Sindhuli",9,"40 to 54","Janajati","","Government Servant","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","Finding missing people","Not at all","Mostly yes",NA
4,NA,"Female","Gorkha",8,"15 to 24","Janajati","","NGO Worker / Business","","No difficulty.","Neutral","Long term shelter / housing","Not at all","Neutral","How to register for access support","Neutral","Completely yes",NA
4,NA,"Female","Ramechhap",7,"40 to 54","Chhetri","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Not at all","How to get shelter materials","Very little","Mostly yes",NA
4,NA,"Male","Gorkha",8,"55+","Brahmin","","Farmer / Laborer","","yes__some_difficulty","Mostly yes","","Mostly yes","Completely yes","","Very little","refused",NA
4,NA,"Male","Rasuwa",7,"25 to 39","Brahmin","","Government Servant","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Mostly yes","Mostly yes",NA
4,NA,"Female","Kathmandu",4,"40 to 54","Tamang","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Mostly yes","","Not at all","Don't know",NA
4,NA,"Male","Okhaldhunga",6,"40 to 54","Brahmin","","Government Servant","","yes__some_difficulty","Mostly yes","","Mostly yes","Not at all","How to get shelter materials","Mostly yes","Not at all",NA
4,NA,"Male","Sindhupalchowk",1,"55+","Chhetri","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Mostly yes","","Completely yes","Completely yes",NA
4,NA,"Male","Makwanpur",1,"55+","Tamang","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Very little","Long term shelter / housing","Not at all","Completely yes","","Refused","Don't know",NA
4,NA,"Male","Lalitpur",4,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Not at all","Neutral","News about government decision","Mostly yes","Very little",NA
4,NA,"Male","Nuwakot",7,"25 to 39","Tamang","","Government Servant","","yes__some_difficulty","Mostly yes","","Mostly yes","Mostly yes","","Mostly yes","Mostly yes",NA
4,NA,"Male","Gorkha",2,"40 to 54","Brahmin","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Neutral","Mostly yes","","Neutral","Mostly yes",NA
4,NA,"Male","Dhading",3,"25 to 39","Chhetri","","Government Servant","","No difficulty.","Very little","Long term shelter / housing","Not at all","Mostly yes","","Mostly yes","Mostly yes",NA
4,NA,"Female","Kavrepalanchok",1,"55+","Brahmin","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Very little","How to get healthcare psychological support","Very little","Very little",NA
4,NA,"Male","Sindhuli",9,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Not at all","Not at all","Finding missing people","Not at all","Not at all",NA
4,NA,"Male","Rasuwa",8,"25 to 39","Brahmin","","Government Servant","","No difficulty.","Mostly yes","","Mostly yes","Not at all","News about government decision","Mostly yes","Mostly yes",NA
4,NA,"Male","Sindhupalchowk",1,"40 to 54","Tamang","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Mostly yes","","Completely yes","Completely yes",NA
4,NA,"Male","Okhaldhunga",6,"40 to 54","Chhetri","","Farmer / Laborer","","yes__some_difficulty","Mostly yes","","Completely yes","Not at all","How to get shelter materials","Completely yes","Not at all",NA
4,NA,"Male","Gorkha",8,"25 to 39","Brahmin","","NGO Worker / Business","","No difficulty.","Very little","Long term shelter / housing","Refused","Mostly yes","","Very little","refused",NA
4,NA,"Female","Makwanpur",2,"25 to 39","Janajati","","Farmer / Laborer","","yes__some_difficulty","Not at all","Long term shelter / housing","Very little","Very little","News about government decision","Not at all","Not at all",NA
4,NA,"Male","Ramechhap",7,"55+","Chhetri","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Not at all","News about government decision","Very little","Mostly yes",NA
4,NA,"Male","Gorkha",2,"25 to 39","Brahmin","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Mostly yes","","Mostly yes","Mostly yes",NA
4,NA,"Male","Sindhupalchowk",3,"40 to 54","Tamang","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Mostly yes","","Mostly yes","Completely yes",NA
4,NA,"Female","Lalitpur",4,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Neutral","Neutral","News about government decision","Not at all","Neutral",NA
4,NA,"Female","Kathmandu",4,"40 to 54","Janajati","","Other","house wife","No difficulty.","Not at all","Clean water","Not at all","Don't know","","Don't know","Don't know",NA
4,NA,"Male","Nuwakot",7,"25 to 39","Tamang","","Farmer / Laborer","","yes__some_difficulty","Mostly yes","","Mostly yes","Mostly yes","","Mostly yes","Mostly yes",NA
4,NA,"Male","Rasuwa",8,"25 to 39","Brahmin","","Government Servant","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Very little","Mostly yes",NA
4,NA,"Female","Sindhuli",9,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","How to register for access support","Not at all","Not at all",NA
4,NA,"Male","Ramechhap",7,"15 to 24","Chhetri","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Not at all","News about government decision","Mostly yes","Mostly yes",NA
4,NA,"Male","Dhading",3,"40 to 54","Chhetri","","Farmer / Laborer","","yes__some_difficulty","Very little","Long term shelter / housing","Not at all","Completely yes","","Don't know","Mostly yes",NA
4,NA,"Female","Kavrepalanchok",1,"55+","Tamang","","Farmer / Laborer","","yes__some_difficulty","Very little","Long term shelter / housing","Very little","Very little","How to get healthcare psychological support","Very little","Very little",NA
4,NA,"Male","Ramechhap",1,"55+","Chhetri","","Farmer / Laborer","","yes__some_difficulty","Very little","Long term shelter / housing","Very little","Very little","How to get shelter materials","Mostly yes","Very little",NA
4,NA,"Female","Makwanpur",2,"15 to 24","Janajati","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Completely yes","","Completely yes","Completely yes","","Refused","Completely yes",NA
4,NA,"Male","Sindhupalchowk",3,"25 to 39","Tamang","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Not at all","Mostly yes","","Mostly yes","Completely yes",NA
4,NA,"Male","Gorkha",6,"25 to 39","Newar","","Farmer / Laborer","","yes__some_difficulty","Very little","Long term shelter / housing","Refused","Mostly yes","","Mostly yes","Neutral",NA
4,NA,"Male","Ramechhap",7,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Not at all","How to get shelter materials","Very little","Mostly yes",NA
4,NA,"Female","Gorkha",2,"25 to 39","Brahmin","","Government Servant","","yes__some_difficulty","Not at all","Long term shelter / housing","Neutral","Mostly yes","","Mostly yes","Mostly yes",NA
4,NA,"Male","Lalitpur",9,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Mostly yes","","Not at all","Not at all","News about government decision","Completely yes","Mostly yes",NA
4,NA,"Female","Nuwakot",3,"55+","Brahmin","","Farmer / Laborer","","yes__a_lot_of_difficulty","Not at all","Long term shelter / housing","Not at all","Not at all","How to get shelter materials","Don't know","Not at all",NA
4,NA,"Male","Okhaldhunga",6,"25 to 39","Brahmin","","Farmer / Laborer","","yes__a_lot_of_difficulty","Not at all","Long term shelter / housing","Not at all","Not at all","How to get shelter materials","Not at all","Not at all",NA
4,NA,"Female","Sindhupalchowk",3,"15 to 24","Chhetri","","NGO Worker / Business","","No difficulty.","Very little","Long term shelter / housing","Not at all","Completely yes","","Completely yes","Not at all",NA
4,NA,"Male","Dhading",3,"40 to 54","Chhetri","","Farmer / Laborer","","yes__some_difficulty","Not at all","Long term shelter / housing","Very little","Mostly yes","","Mostly yes","Completely yes",NA
4,NA,"Female","Makwanpur",2,"25 to 39","Brahmin","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Very little","Very little","How to get shelter materials","Very little","Not at all",NA
4,NA,"Male","Gorkha",6,"25 to 39","Brahmin","","NGO Worker / Business","","No difficulty.","Not at all","Long term shelter / housing","Completely yes","Completely yes","","Mostly yes","Mostly yes",NA
4,NA,"Male","Ramechhap",7,"55+","Chhetri","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Not at all","How to register for access support","Very little","Mostly yes",NA
4,NA,"Male","Nuwakot",3,"25 to 39","Tamang","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Mostly yes","","Mostly yes","Mostly yes","","Mostly yes","Mostly yes",NA
4,NA,"Male","Sindhuli",9,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Healthcare","Not at all","Not at all","Finding missing people","Not at all","Not at all",NA
4,NA,"Male","Rasuwa",8,"55+","Brahmin","","Government Servant","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Not at all","Not at all",NA
4,NA,"Male","Sindhupalchowk",3,"40 to 54","Tamang","","Farmer / Laborer","","No difficulty.","Not at all","Short term shelter / tent shelter","Not at all","Mostly yes","","Mostly yes","Completely yes",NA
4,NA,"Female","Nuwakot",7,"25 to 39","Chhetri","","Farmer / Laborer","","yes__some_difficulty","Mostly yes","","Mostly yes","Mostly yes","","Mostly yes","Mostly yes",NA
4,NA,"Female","Kathmandu",4,"25 to 39","Gurung","","Farmer / Laborer","","No difficulty.","Not at all","Clean water","Neutral","Don't know","","Don't know","Don't know",NA
4,NA,"Male","Gorkha",2,"25 to 39","Dalit","","Other","not mentioned","yes__some_difficulty","Not at all","Long term shelter / housing","Neutral","Mostly yes","","Mostly yes","Mostly yes",NA
4,NA,"Female","Ramechhap",1,"25 to 39","Janajati","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Not at all","How to get shelter materials","Very little","Very little",NA
4,NA,"Male","Sindhupalchowk",3,"55+","Chhetri","","Farmer / Laborer","","yes__some_difficulty","Very little","Long term shelter / housing","Not at all","Very little","How to get healthcare psychological support","Mostly yes","Completely yes",NA
4,NA,"Female","Kavrepalanchok",2,"55+","Tamang","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Very little","Mostly yes","","Completely yes","Very little",NA
4,NA,"Male","Nuwakot",3,"40 to 54","Brahmin","","Farmer / Laborer","","No difficulty.","Very little","Financial support","Very little","Mostly yes","","Mostly yes","Mostly yes",NA
4,NA,"Male","Gorkha",6,"40 to 54","Chhetri","","Farmer / Laborer","","yes__some_difficulty","Not at all","Long term shelter / housing","Refused","Completely yes","","Very little","refused",NA
